|0000|009|0|01082015|31082015|KEMIRA CHEMICALS BRASIL LTDA|03944724000696||SP|336568073111|3518800|195946||A|0|
|0001|0|
|0005|KEMIRA|07215040|ESTRADA: MUNICIPAL,|1156||Guarulhos|01134780846|01134780846||
|0100|JORGE ERLAN FRANCK MONTANO|21525259814|1SP219786O7|03944724000696|07215040|Estrada Municipal 1156 sala 3|||Guarulhos|1121894936|1121894900|michele.almeida@kemira.com|3550308|
|0150|VIT2011|Kemira Oyj, San Giorgio|3867||||||Via E. Majorana 8||||
|0150|C0000158084|Royer Solutions Representacao Comer Ltda.-Me|1058|20093954000101|||3545209||R Jose de Arruda Mello|263||JARDIMMARIAJOSE|
|0150|C0000151429|Companhia Brasileira De Metalurgia e Mineracao|1058|33131541000108||0400322070050|3104007||Corrego Da Mata|S/N||Centro|
|0150|C0000160035|Qp Technologies SAS|1694||||||CR 11 A 93 A 62 OF 102|||Cundinamarca|
|0150|C0000153302|AAM Ind E Com De Equip Eletronicos|1058|11482693000112||456169565111|3530805||Rua Silvio Brunialti|255||JardimCarlosGomes|
|0150|C0000136351|Siderquimica Ind. E Com. De Productos Quimicos S.A.|1058|73586976000161||1050744090|4125506||Rodovia BR 376|S/N||MiringuavaMirim|
|0150|C0000153149|Ecolab Quimica Ltda|1058|00536772003249||672138333114|3552502||Rodovia Indio Tibirica|3.201||Raffo|
|0150|C0000152026|Suzano Papel E Celulose S.A.|1058|16404287015691||417265770113|3526902||Estrada Do Lageado|S/N||Lageado|
|0150|C0000151640|International Paper Do Brasil Ltda.|1058|52736949000158||455000274118|3530706||Rodovia Rod SP|340||DistritoIndustrial|
|0150|C0000152577|Waltrick Quimica Sul Ltda - EPP|1058|02732930000165||253744563|4210407||ROD BR 101 (SALA 001)|6628||ESPIGAODATOCA|
|0150|C0000153454|JBS S.A.   BR1|1058|02916265003770||00000001266721|1100304||Rod. BR 364, KM 18 - Portaria II|S/N||DistritoIndustrial|
|0150|C0000151565|Odebrecht Ambiental - Limeira S.A.|1058|00585900000148||417129983118|3526902||Rua Tiradentes|943||Centro|
|0150|C0000151479|CSM Produtos Quimicos Ltda.|1058|03337080000163||254076475|4204202||Rua 15 De Novembro|150||DistrMarechalBormann|
|0150|C0000151119|Basequimica Prods. Quimicos Ltda.|1058|65763377000148||582301671110|3543402||Rua Uruguai|1301||Pq.Indl.Cel.Quit|
|0150|C0000151804|Pedra Agroindustrial S.A.|1058|71304687001845||231001604119|3508207||Fazenda Sao Luiz Da Esplanada|S/N||ZonaRural|
|0150|C0000162225|LGA - Mineracao e Siderurgia Ltda|1058|08077872000321||0010244360316|3118007||Rd MG 030|S/N||LOBOLEITE|
|0150|C0000151862|Quimisa S.A.|1058|43683069000250||398007508113|3525003||Estrada Municipal|150||JardimAlvorada|
|0150|C0000151739|Mineracao Serras Do Oeste Ltda.|1058|28917748000253||1002556840029|3110004||Fazenda Serra Luiz Soares|S/N||Centro|
|0150|C0000151592|H2O Espec Quim Com E Impo Ltda.|1058|10396494000129||0010940050056|3118601||ROD BR-040 KM 688|6485||Kennedy|
|0150|C0000153356|JBS S.A.|1058|02916265021086||283836920|5006200||Rod. BR 376 KM 169 conj 2 B|S/N||ESCOLINHA|
|0150|C0000151898|Rinen Ind E Com Prod Quim Ltda.|1058|64170582000137||759001037110|3545159||Rua Pedro Avelino Setem|145||JardimAzaleias|
|0150|VUS2066|Kemira Water Solutions Inc. c/o Savannah Distribution Center|2496||||||138 Industrial Drive|||EFFINGHAM|
|0150|C0000159091|SAGUA - Solucoes Ambientais de Guarulhos S.A.|1058|20646648000147||796253417119|3518800||Rua Doutor Ramos de|159||CENTRO|
|0150|C0000151355|Cartonificio Valinhos S.A.|1058|45992476000194||708000292116|3556206||Rua Doze De Outubro|20||VlSantana|
|0150|C0000151381|Cia Canoinhas De Papel|1058|76827344000130||250966875|4203808||Rodovia BR 280|S/N||CampodaÁguaVerde|
|0150|C0000151677|L'Ab Analitica Ambiental Ltda.|1058|04475244000181||392248196112|3524402||Rodovia Geraldo Scavone|2300||Jd.Califórnia|
|0150|C0000151455|Raizen Alimentos S.A.|1058|62092739000128||731000764119|3553955||Fazenda Nova America|S/N||AguaDaAldeia|
|0150|C0000152546|Usina Santa Fe S.A.|1058|45281813000135||477000541111|3532900||Estrada Antiga Fazenda Itaquere|S/N||ZonaRural|
|0150|C0000151406|Citroplast Ind. Com. Papeis e Plast|1058|46149456000380||170012036116|3502101||Rodovia Euclides De Oliveira Figueir|S/N||Aparecida|
|0150|C0000151873|Raizen Energia S.A.|1058|08070508000330||202097661112|3505302||Fazenda Pau D Alho|S/N||ZonaRural|
|0150|C0000151869|Raizen Energia S.A.|1058|08070508009639||297007790114|3514908||Fazenda Ac Sobrado|S/N||ZonaRural|
|0150|C0000153123|Noble Brasil S.A.|1058|06315338015060||556013690112|3540804||Estr Municipal Ibira a Potirendaba|S/N||ZonaRural|
|0150|C0000151176|Manchester Quim.Do Brasil S.A.|1058|78539780000130||251109704|4204608||Rodovia Pedro Manoel Pererira|255||Demboski|
|0150|C0000155091|Meat Snacks Partners do Brasil Ltda|1058|13171927000306||630012002114|3548005||Rodovia SP 340|S/N||ZonaRural|
|0150|C0000153306|Suzano Papel E Celulose S.A.|1058|16404287016825||298140207113|3515004||Av. Elias Yazbek|1502||Centro|
|0150|V0000313627|AlzChem AG|230||||||Drive-Albert-Frank-Strasse 32||||
|0150|C0000151281|Bignardi Ind E Comercio De Papeis|1058|61192522000127||407020330114|3525904||Avenida Antonio Pincinato|7600||Cemida|
|0150|C0000153353|Saint-Gobain do Brasil Produtos Industriais E Para C Construcao Ltda - Div. Brasilit|1058|61064838003906||253005329117|3510401||ROD CAMPINAS TIETE SP 101|1600||ZONARURAL|
|0150|C0000151501|DND Quimica Ltda.|1058|08672606000185||205070045113|3505609||Avenida Marginal Giovani Marcari|130||DistritoIndustrial|
|0150|C0000151326|BSC Quimica Ltda.|1058|07920916000109||255186762|4202909||Rodovia Ivo Silveira|470||Bateas|
|0150|CUS1151|Atlanta R&D Center Kemira Chemicals, Inc.|2496||||||387 Technology Circle, Suite 300|||FULTON|
|0150|C0000162443|JBS Aves LTDA|1058|08199996006230||0500075743|4308607||EST RSC 470 (KM 225 SALA 1)|S/N||SEBBEN|
|0150|C0000151861|Quimisa S.A.|1058|43683069000170||254885268|4202909||Rodovia Ivo Siveira|315||Steffen|
|0150|C0000151458|Raizen Araraquara Acucar E Alcool L|1058|43960335000164||181013395113|3503208||Fazenda Sao Joaquim|S/N||ZonaRural|
|0150|C0000151556|Ferro + Mineracao S.A.|1058|21256870000287||0010033550042|3146107||Faz Do Pires|S/N||MiguelBurnier|
|0150|V0000342694|Transportes Toniato Ltda|1058|29291184000682||336151553115|3518800||Estrada Municipal|1156||JardimSantoAfonso|
|0150|CBR1115|Cosmoquimica Industria e Comercio L|1058|60935608000482||206040256110|3505708||Avenida Guppe|10497||JardimBelval|
|0150|C0000152061|Tropicos Industrial E Comercial Ltd|1058|05520733000170||9027600163|4109401||Rodovia BR 277|S/N||RioDasPedras|
|0150|C0000151175|BRF S.A.|1058|01838723022449||255773510|4219309||Rua XV De Novembro|S/N||Centro|
