|0000|009|0|01062015|30062015|KEMIRA CHEMICALS BRASIL LTDA|03944724000696||SP|336568073111|3518800|195946||A|0|
|0001|0|
|0005|KEMIRA|07215040|ESTRADA: MUNICIPAL,|1156||Guarulhos|01134780846|01134780846||
|0100|JORGE ERLAN FRANCK MONTANO|21525259814|1SP219786O7|03944724000696|07215040|Estrada Municipal 1156 sala 3|||Guarulhos|1121894936|1121894900|michele.almeida@kemira.com|3550308|
|0150|C0000151714|Matryx Industria E Comercio De Insu Para Tratamento de Aguas Ltda - Epp|1058|05658506000106||2130029617|4314803||Rua Estancia Velha|712||PortaoVelho|
|0150|C0000151119|Basequimica Prods. Quimicos Ltda.|1058|65763377000148||582301671110|3543402||Rua Uruguai|1301||Pq.Indl.Cel.Quit|
|0150|C0000159201|Nacional Minerios S/A|1058|08446702000539||0010229650317|3146107||Rod. BR 040, Km 590|S/N||ZonaRuralMiguelBurnier|
|0150|C0000151954|Sanovo Greenpack Emb. Do Brasl Ltda|1058|61585931004776||669138600118|3552205||Rua Paulo Varchavtchic|431||Aparecidinha|
|0150|C0000151924|BRF S.A.|1058|01838723036903||9060987090|4108403||Avenida Attilio Fontana|4||Pinheirinho|
|0150|C0000154216|BRF S.A.|1058|01838723044337||0010870824171|3170206||Rod BR 365 KM.637|S/N||Taiaman|
|0150|C0000151281|Bignardi Ind E Comercio De Papeis|1058|61192522000127||407020330114|3525904||Avenida Antonio Pincinato|7600||Cemida|
|0150|C0000157941|Brazservice Wet Leather S/A|1058|06945520000153||132802945|5106372||Rod BR 364 - KM 172|S/N||ZONARURAL|
|0150|C0000151534|Engclarian Ind Com Clarif Ltda.|1058|05694833000113||664173579119|3551702||Rodovia Albano Bacega|328||ZonaIndustrial|
|0150|C0000151609|Ibersul Ind De Papel E Celulose Ltd|1058|08988218000108||9041247530|4120903||Rod. PR 473|S/N||FazendaRioDasCobras|
|0150|C0000156389|Empresa de Base & Distribuidora Ltd|1058|02960753000174||115449436111|3550308||Rua da Alfandega|200||Bras|
|0150|C0000136351|Siderquimica Ind. E Com. De Productos Quimicos S.A.|1058|73586976000161||1050744090|4125506||Rodovia BR 376|S/N||MiringuavaMirim|
|0150|C0000151693|Lumen Quimica Ltda.|1058|65865057000107||591002673112|3544301||Rodovia SP 62|196||DistritoIndustrialII|
|0150|C0000151892|Revati S.A.Acucar E Alcool|1058|08614277000116||776053440117|3507753||Estrada Municipal Crd-339|S/N||FazendaBiopav|
|0150|C0000151316|BRF S.A.|1058|01838723017283||102928908|5218805||Rodovia Br-060 Km 394 S/N|S/N||SetorIndustrial|
|0150|C0000159873|Odebrecht Ambiental - Sumare S.A.|1058|21480839000144||671269141118|3552403||Rua Emilio Leao Brambila|300||VILAMENUZZO|
|0150|BBR111002|KEMIRA CHEMICALS BRASIL LTDA.|1058|03944724000262||9023157214|4127106||RODOVIA: ROD DO PAPEL PR 160, S/N|KM 16||DIST INDL DO TRIANGULO|
|0150|C0000158084|Royer Solutions Representacao Comer Ltda.-Me|1058|20093954000101|||3545209||R Jose de Arruda Mello|263||JARDIMMARIAJOSE|
|0150|C0000153996|Anna Luisa Bellezza|1058||03412910643||3106200||Rua Honório Bicalho|251||BoaVista|
|0150|C0000151343|Cab-Sistema Produtor Alto Tiete S.A|1058|09538454000195||672204257113|3552502||Rua Waldemar Cusma|700||Jd.AerodromoInter|
|0150|C0000151139|Jaepel Papeis E Embalagens S.A.|1058|06142539000161||103740791|5220454||Rua Eixo Principal|S/N||Agroindustrial|
|0150|C0000151922|BRF S.A.|1058|01838723037047||9060987170|4107207||Rua Senador Atilio Fontana|2323||PqIndustrialI|
|0150|C0000151194|Acucar Guarani S.A.|1058|47080619003051||681088850110|3553401||Pendente|S/N||ZonaRural|
|0150|C0000151477|CQI Central Quimica Ltda.|1058|07174991000178||181319616110|3503208||Rua Salvador De Capua|349||Industrial3|
|0150|C0000151526|Empresa Baiana De Aguas E Saneament|1058|13504675000110||000665571|2927408||Avenida Luis Viana Filho|S/N||Cab|
|0150|C0000151734|Mili S.A.|1058|78908266000205||251416402|4218301||Rodovia SC 303 - km 5.5|S/N||SãoCristóvão|
|0150|C0000151528|Empresa De Mineracao Esperanca S.A.|1058|33300971000106||0900905840058|3109006||Estrada Carlos Newlands|S/N||ZonaRural|
|0150|C0000161207|Papirus Industria De Papel Sa|1058|60856077000947||417305550118|3526902||V ANHANGUERA KM 130|S/N||JAGUARI|
|0150|C0000153058|Green Chemicals do Brasil Ltda|1058|14069668000108||9058201178|4106902||Rod BR 277 Curitiba - Ponta Grossa|3834||Mossungue|
|0150|C0000152556|Universal Quimica Ltda - Epp|1058|03794560000153||131949870|5108402||Rua Tenente J Cunha Pires S/N|S/N||JardimMarajoara|
|0150|C0000156740|Sintequimica Do Brasil Ltda|1058|10576411000345||239075110110|3509007||Rod. Presidente Tancredo Neves|KM35||SP332|
|0150|V0000345518|Tehiar Sistemas de Transportes E Lojistica Ltda - EPP|1058|04607157000130||116224163114|3550308||Rua Soldado Jose Vivanco Solano|1||ParqueNovoMundo|
|0150|V0000342661|Tehiar Sistemas de Transp. e Log. L|1058|04666265000184||1861532100062|3118601||Avenida Jair Rodrigues Do Vale 150|||Inconfidentes|
|0150|V0000342510|Rodogarcia Transportes Rodoviarios|1058|60960473000596||9034432195|4104907||Rua Major Otavio Novaes|1157||Centro|
|0150|C0000151406|Citroplast Ind. Com. Papeis e Plast|1058|46149456000380||170012036116|3502101||Rodovia Euclides De Oliveira Figueir|S/N||Aparecida|
|0150|VNL2103|Kemira Oyj, Bradford|6289||||||Bowling Park Drive||||
|0150|V0000345504|Rodogarcia Transportes Rodoviários|1058|60960473000243||492505818110|3534401||Av. Juscelino Kubtischek de Oliveira|320||IndustrialAnahanguera|
|0150|C0000153306|Suzano Papel E Celulose S/A|1058|16404287016825||298140207113|3515004||Av. Elias Yazbek|1502||Centro|
|0150|C0000151677|L'Ab Analitica Ambiental Ltda.|1058|04475244000181||392248196112|3524402||Rodovia Geraldo Scavone|2300||Jd.Califórnia|
|0150|V0000342694|Transportes Toniato Ltda|1058|29291184000682||336151553115|3518800||Estrada Municipal|1156||JardimSantoAfonso|
|0150|V0000346772|H2O Especialidades Químicas Ltda|1058|10396494000129||0010940050056|3118601||Rodovia BR 040, KM 688|6485||Kennedy|
|0150|V0000308571|Egm LLC|2496||||||3748 Industrial Park Drive||||
|0150|VIT2011|Kemira Oyj, San Giorgio|3867||||||Via E. Majorana 8||||
|0150|C0000151527|Empresa De Min Floresta Negra Ltda.|1058|43493899000134||336095157114|3518800||Estrada Da Parteira|3000||Bonsucesso|
|0150|C0000153053|Seara Alimentos Ltda|1058|02914460021662||256724393|4209300||Rodovia BR 116|Km 255||AreaIndustrial|
|0150|C0000157633|JBS S.A.|1058|02916265008306||103160310|5214002||Rodovia GO 164 (KM 167)|S/N||ZONARURAL|
|0150|C0000151303|BRF S.A.|1058|01838723015400||255770537|4203907||Ac Cidade Alta|4700||SaoCritovao|
|0150|C0000151310|BRF S.A.|1058|01838723004700||0720126444|4311403||Rua Carlos Spohr Filho|2836||Lajeado|
|0150|C0000151313|BRF S.A.|1058|01838723018255||103866310|5213103||Rodovia GO 341|S/N||ZonaZural|
|0150|C0000156595|Spice Industria Quimica Ltda|1058|17701516000590||672240388110|3552502||Av. Jorge Bei Maluf|2175||VilaTheodoro|
|0150|C0000153585|ART Aratrop Indl. Coml.Imp. e Exp.|1058|01678475000285||399018674119|3525102||Rod. Anhanguera km 327,7|S/N||Centro|
|0150|C0000151804|Pedra Agroindustrial S.A.|1058|71304687001845||231001604119|3508207||Fazenda Sao Luiz Da Esplanada|S/N||ZonaRural|
|0150|C0000151781|Omni-Tech Com E Rep De Prod Quim Lt|1058|04945379000163||468063943110|3532009||Rua Jaquim Serafim|445||SaoBenedito|
|0150|C0000151739|Mineracao Serras Do Oeste Ltda.|1058|28917748000253||1002556840029|3110004||Fazenda Serra Luiz Soares|S/N||Centro|
|0150|C0000151381|Cia Canoinhas De Papel|1058|76827344000130||250966875|4203808||Rodovia BR 280|S/N||CampodaÁguaVerde|
|0150|C0000151107|Minerita Minerios Itauna Ltda|1058|16813461000466||3375953430333|3122603||Loc Lagoa Das Flores|S/N||NaoInformado|
|0150|C0000151175|BRF S.A.|1058|01838723022449||255773510|4219309||Rua XV De Novembro|S/N||Centro|
|0150|C0000158876|JBS S.A.|1058|02916265009540||294237690|1709500||Perimetral Leste|236||PARQUEAGROINDUSTRIAL|
|0150|C0000153353|Saint-Gobain do Brasil Produtos Industriais E Para C Construcao Ltda - Div. Brasilit|1058|61064838003906||253005329117|3510401||ROD CAMPINAS TIETE SP 101|1600||ZONARURAL|
|0150|C0000152546|Usina Santa Fe S.A.|1058|45281813000135||477000541111|3532900||Estrada Antiga Fazenda Itaquere|S/N||ZonaRural|
|0150|C0000159992|IBF Industria Brasileira de Filmes|1058|33255787000191||80652712|3301702||Rua Pastor Manuel Avelino de Souza|187||VILASTAALICE|
|0150|C0000151479|CSM Produtos Quimicos Ltda.|1058|03337080000163||254076475|4204202||Rua 15 De Novembro|150||DistrMarechalBormann|
|0150|C0000152624|MD Papeis Ltda|1058|72907595000840||417300292115|3526902||Avenida São Sebastiao|12||BoaVista|
|0150|C0000162078|JBS S/A|1058|02916265014110||153083310|1504208||ROD PA 150 (KM 8,1)|S/N||ZONARURAL|
|0150|C0000151673|Kurita Do Brasil Ltda.|1058|46393484000187||187033547118|3503802||Estrada Municipal|1800||NucleoAyres|
|0150|C0000151769|Noble Brasil S.A.|1058|06315338002405||444060545117|3529609||Fazenda Buriti|S/N||ZonaRural|
|0150|C0000152018|Stora Enso Arapoti Ind Papel Ltda.|1058|07632665000167||2060058825|4101606||Rodovia DR 001|S/N||FazBarraMansa|
|0150|C0000153049|Buschle & Lepper S.A.|1058|84684471000660||255304935|4204202||Rua Plinio Arlindo de Nes|1500||Eldorado|
|0150|C0000159719|Ouro Fino Technologias Ambientais Ltda - ME|1058|18671163000161||272016554111|3512407||Rua Francisco Minatel|597||VILANOVABRASILIA|
|0150|C0000151663|Kinross Brasil Mineracao S.A.|1058|20346524000146||4704474850056|3147006||Rodovia BR 040|S/N||ZonaRural|
|0150|VUS1148|Kemira Chemicals Inc., Aberdeen|2496||||||10930 Darracott Road|||MONROE|
|0150|C0000152027|Suzano Papel E Celulose S.A.|1058|16404287004738||672002291110|3552502||Rua Dr Prudente De Moraes|3240||Areiao|
|0150|C0000151921|BRF S.A.|1058|01838723033807||256821763|4204301||Rua Sen Attilio Francisco Xavier Fontana|86||Centro|
|0150|C0000151282|Bio Springer Do Brasil Ind De Alim|1058|46845210000181||708036367116|3556206||R Francisco Juliatto|2075||MoprroDePedras|
|0150|C0000153349|JBS S.A.|1058|02916265013903||153080000|1504208||Rodovia PA 150 KM 8,1 Anexo 1|s/n||ZonaRural|
|0150|VUS2066|Kemira Water Solutions Inc. c/o Savannah Distribution Center|2496||||||138 Industrial Drive|||EFFINGHAM|
|0150|V0000351769|Transportes Toniato Ltda|1058|29291184001905||513462926117|3536505||Av. Constant Pavan|4327||Betel|
|0150|C0000151556|Ferro + Mineracao S.A.|1058|21256870000287||0010033550042|3146107||Faz Do Pires|S/N||MiguelBurnier|
|0150|C0000151490|Degani Vaduz Ind Quimica Ltda.|1058|54947908000136||336191963110|3518800||Avenida Guinle|818||CidadeIndustrial|
|0150|V0000349844|AkzoNobel Pulp and Performance Química Ltda|1058|43818418000466||77774009|3304557||Rua Nelson da Silva, 534 - Parte 7||||
|0150|C0000156618|Usina Delta S.A.|1058|13537735000796||0017624660423|3118205||Rod Mgt 464 KM 25|S/N||ZonaRural|
|0150|C0000151306|BRF S.A.|1058|01838723015310||255770529|4206702||Avenida Pres Castelo Branco|S/N||Centro|
|0150|CBR1115|Cosmoquimica Industria e Comercio L|1058|60935608000482||206040256110|3505708||Avenida Guppe|10497||JardimBelval|
