|0000|007|0|01102013|31102013|KEMIRA CHEMICALS BRASIL LTDA|03944724000696||SP|336568073111|3518800|195946||A|0|
|0001|0|
|0005|KEMIRA|07215040|ESTRADA: MUNICIPAL,|1156||Guarulhos|01134780846|01134780846||
|0100|JORGE FRANCK|21525259814|1SP219786/O-7|03944724000696|06460000|ESTRADA MUNICIPAL 1156|SALA 3||Guarulhos|1121894936||jorge.franck@kemira.com|3543907|
|0150|V0000342693|Transportes Rodo Teixeira Varajao L|1058|61464178000188||688084887118|3554102||Avenida Charles Schnneider|1236||SantaFe|
|0150|C0000151130|Faxon Quimica Ltda.|1058|94837598000111||0860244954|4313409||Rua Lopes Trovao|302||Industrial|
|0150|V0000342694|Transportes Toniato Ltda.|1058|29291184000682||336151553115|3518800||Estrada Municipal|1156||JardimSantoAfonso|
|0150|V0000343577|Alfa Transportes Especiais Ltda|1058|82110818000393||336829364119|3518800||Avenida Recife 536|||JardimAfonso|
|0150|V0000344631|Cosmofix Lacres Ltda - EPP|1058|02144912000162||149597720115|3550308||Rua Marques de Itu|408||VilaBueno|
|0150|V0000341805|Comercial e Transp. T. Varajao Ltda|1058|61464178000269||336352178113|3518800||R Indiapora 589|||Cumbica|
|0150|V0000345518|Tehiar Sistemas de Transportes E Lojistica Ltda - EPP|1058|04607157000130||116224163114|3550308||Rua Soldado Jose Vivanco Solano|1||ParqueNovoMundo|
|0150|C0000151281|Bignardi Ind E Comercio De Papeis|1058|61192522000127||407020330114|3525904||Avenida Antonio Pincinato|7600||Cemida|
|0150|VNL2103|Kemira Oyj, Bradford|6289||||||Bowling Park Drive||||
|0150|C0000151490|Degani Vaduz Ind Quimica Ltda.|1058|54947908000136||336191963110|3518800||Avenida Guinle|818||CidadeIndustrial|
|0150|C0000151242|Anglogold Ashanti Corrego Do Sitio Mineracao S.A.|1058|18565382000751||5724029100361|3156700||Estrada Mestre Caetano|S/N||Cuiaba|
|0150|C0000151501|DND Quimica Ltda.|1058|08672606000185||205070045113|3505609||Avenida Marginal Giovani Marcari|130||DistritoIndustrial|
|0150|C0000700609|Petroclor Comercial Ltda|1058|03998269000105||78744359|3305505||Rua Professor Souza|283||BACAXA|
|0150|CBR1113|Tremembé Industrias Químicas|1058|66805425000186||695008524115|3554805||Rua Maria do Carmo Ribeiro|705||Centro|
|0150|VUS2022|Kemira Water Solutions Inc. Avondale|2496||||||10800 River Rd||||
|0150|C0000151576|Ge Water & Process Technologies Do Brasil Ltda.|1058|01009681000383||669313262110|3552205||Avenida Parana|4900||CajuruDoSul|
|0150|C0000151604|I&M Papeis E Embalagens Ltda.|1058|07277575000103||622071573110|3547601||Pavimentacao Asfaltica|322||ZonaRural|
|0150|C0000151534|Engclarian Ind Com Clarif Ltda.|1058|05694833000113||664173579119|3551702||Rodovia Albano Bacega|328||ZonaIndustrial|
|0150|C0000151628|Industria E Comercio De Malhas MH L|1058|81321549000180||251783995|4202909||Rua David Hort|578||SaoJoao|
|0150|C0000151921|BRF S.A.|1058|01838723033807||256821763|4204301||Rua Sen Attilio Francisco Xavier Fontana|86||Centro|
|0150|C0000151201|Ag Industria Quimica Do Brasil Ltda|1058|03364618000129||254033113|4204608||Rod. BR 101|5000||Verdinho|
|0150|C0000151741|Mineracao Turmalina Ltda.|1058|01731616000103||1763169040000|3117603||Fazenda Sa Tinoco|S/N||ZonaRural|
|0150|C0000151310|BRF S.A.|1058|01838723004700||0720126444|4311403||Rua Carlos Spohr Filho|2836||Lajeado|
|0150|C0000151808|Perenne Equip E Sistemas De Agua S.|1058|66118142000670||645539660114|3549904||Av George Eastman,|89||PalmeirasdeSãoJosé|
|0150|C0000151815|Petroleo Brasileiro S.A. Petrobras|1058|33000167085263||442015107111|3529401||Avenida Alberto Soares Sampaio|2122||Capuava|
|0150|VUS2066|Kemira Water Solutions Inc. c/o Savannah Distribution Center|2496||||||138 Industrial Drive|||EFFINGHAM|
|0150|VNL2102|Kemira Oyj, Botlek|5738||||||Botlekweg 175, Haven 4501||||
|0150|C0000153861|Fábio Foganholi|1058||27207257813||3548708||Rua Casper Libero|351||Paulicéia|
|0150|VUS1103|Kemira Chemicals, Inc., Columbus|2496||||||6601 Canal Street||||
|0150|VNL2109|Kemira Oyj c/o Vertellus Specialties UK Ltd.|6289||||||Seal Sands Road||||
|0150|C0000152590|Virgolino De Oliveira S.A. Acucar e Alcool|1058|49911589000179||186000380110|3503703||Fazenda Santo Antonio|S/N||ZonaRural|
|0150|C0000152579|Werdyal Tratamento Ambiental Ltda.|1058|03036867000195||0670141800045|3106705||Rua Gastao Francisco|300||VilaBoaEsperanca|
|0150|C0000151693|Lumen Quimica Ltda.|1058|65865057000107||591002673112|3544301||Rodovia SP 62|196||DistritoIndustrialII|
|0150|C0000154245|Agua Doce Consultoria Ltda ME|1058|06281479000168|||3106200||Av. Francisco Sa|1213||Gutierrez|
|0150|C0000154046|Vale Fertilizantes S/A|1058|33931486001021||105194131|5205109||Rodovia BR 050 - Fazenda Chapadão|S/N||ZonaRural|
|0150|BBR111002|KEMIRA CHEMICALS BRASIL LTDA.|1058|03944724000262||9023157214|4127106||RODOVIA: ROD DO PAPEL PR 160, S/N|KM 16||DIST INDL DO TRIANGULO|
|0150|C0000151109|Purac Sinteses Industria E Comercio|1058|28942225000267||81022070|3301009||Avenida Rui Barbosa|521||Lapa|
|0150|C0000151716|Maxtec Quimica - Com. De Produtos Quimicos Ltda - Me|1058|06975509000136||636282001112|3548807||Rua Amazonas|669||Centro|
